"IDENCCC","ORDENTRA","NUTS1","CNACE","ESTRATO2","CONTROL","MERCADO","REGULACION","SEXO","TIPOPAIS","CNO1","RESPONSA","ESTU","ANOANTI","MESANTI","TIPOJOR","TIPOCON","FIJODISM","FIJODISD","VAL","VAN","PUENTES","JAP","JSP1","JSP2","HEXTRA","DRELABM","SIESPM1","DSIESPM1","SIESPM2","DSIESPM2","SALBASE","EXTRAORM","PHEXTRA","COMSAL","COMSALTT","IRPFMES","COTIZA","BASE","DRELABAM","DRELABAD","SIESPA1","DSIESPA1","SIESPA2","DSIESPA2","SIESPA3","DSIESPA3","SIESPA4","DSIESPA4","RETRINOIN","RETRIIN","GEXTRA","VESPNOIN","VESPIN","ANOS2","FACTOTAL"
14996,4,2,"Q0",3,1,1,3,1,1,"O0",0,4,16,11,1,1,0,0,0,31,5,1633,40,30,0,31,6,0,6,0,1445.26,0,0,181.26,143.82,0,91.78,1445.26,12,0,1,1,6,0,6,0,6,0,18736.74,40.73,2620.58,0,0,5,32.08
5005,3,5,"G2",1,2,1,2,1,1,"L0",0,2,2,0,1,1,0,0,0,30,0,1752,40,0,0,31,6,0,6,0,1200.09,0,0,0,0,24,76.2,1200.09,12,0,1,7,6,0,6,0,6,0,13966.99,168.9,2019.06,0,0,4,664.18
11240,4,4,"H2",2,2,2,3,6,1,"A0",1,6,5,0,1,1,0,0,22,0,0,1784,40,0,0,31,6,0,6,0,4445.02,0,0,151.53,0,1099.04,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,55158.61,0,0,0,0,3,33.03
24993,8,5,"Q0",3,1,1,3,6,1,"H0",0,4,19,11,1,1,0,0,27,0,0,1636,39,0,0,31,6,0,6,0,1368.16,0,0,679.39,154.64,310,149.36,2352.18,12,0,1,77,6,0,6,0,6,0,24609.28,3718.34,3847.95,0,0,5,157.44
5946,4,2,"C8",3,2,3,3,1,1,"C0",0,6,17,1,1,1,0,0,0,30,0,1713,38,45,0,31,1,1,6,0,1898.62,0,0,0,0,282.67,209.95,3306.36,12,0,1,2,6,0,6,0,6,0,31068,0,8284.61,370.3,0,4,26.48
7400,9,5,"I0",3,2,4,2,6,1,"G0",0,4,0,8,2,1,9,16,25,0,0,1776,40,0,0,31,1,2,6,0,1917.66,0,0,0,0,233.18,119.4,1880.39,9,16,1,41,6,0,6,0,6,0,18606.89,1903.88,2241.24,9.12,0,4,22.2
18522,10,5,"Q0",3,1,1,2,6,2,"B0",0,6,4,3,2,2,0,0,22,0,0,654,15,0,0,31,6,0,6,0,1033.15,0,0,60.77,60.77,229.72,76.33,1234.96,12,0,6,0,6,0,6,0,6,0,15849.57,0,2362.05,0,0,4,35.28
9647,4,2,"C2",1,2,2,1,1,1,"D0",1,6,21,10,1,1,0,0,25,0,0,1700,40,0,0,31,6,0,6,0,1909.77,0,0,471.45,0,300.1,151.21,2381.22,12,0,1,10,6,0,6,0,6,0,28087.95,535.77,5466.07,0,0,4,3.97
12011,11,5,"N0",2,2,2,1,1,1,"I0",0,3,0,3,1,2,0,0,0,31,0,1782,40,0,0,31,6,0,6,0,1178.93,0,0,0,0,25.06,90.91,1420.53,5,0,6,0,6,0,6,0,6,0,6352.52,0,0,0,0,2,16.76
24686,4,4,"C1",1,2,2,1,6,2,"L0",0,3,0,8,2,1,0,0,0,30,0,920,20,0,0,31,6,0,6,0,562.92,0,0,15.36,0,4,37.49,590.52,10,8,6,0,6,0,6,0,6,0,5941.83,0,820.29,0,0,4,47.79
17043,3,5,"H2",3,2,2,4,1,1,"P0",0,2,18,0,1,1,0,0,0,30,0,1717,40,0,0,31,6,0,6,0,1762.3,0,0,107.1,0,280.41,161.18,2309.98,12,0,1,6,1,7,6,0,6,0,29085.52,313.14,7346.8,0,0,4,73.76
2896,11,2,"F0",2,2,1,2,1,1,"N0",0,4,21,6,1,1,0,0,0,30,0,1728,40,0,0,31,6,0,6,0,1417.91,0,0,1937.26,0,637.48,239.84,3776.98,12,0,6,0,6,0,6,0,6,0,47823.76,0,5061.72,0,0,5,8.56
3012,5,4,"K0",1,2,2,1,1,1,"A0",1,6,29,5,1,1,0,0,27,0,2,1700,39,48,0,31,6,0,6,0,1500.29,0,0,2776,0,1040.42,262.85,4139.4,12,0,1,14,6,0,6,0,6,0,50409.93,910.67,11106.02,318.24,0,5,19.9
18248,18,5,"C8",3,2,4,2,6,1,"M0",0,4,32,4,1,1,0,0,22,0,0,1736,38,45,0,31,6,0,6,0,1661.69,0,0,224.42,0,204.64,141.22,2224.01,12,0,6,0,6,0,6,0,1,1,27241.22,0,4127.66,0,0,5,29.43
5705,7,2,"J0",2,1,1,3,6,1,"C0",1,7,21,5,1,1,0,0,22,0,0,1589,35,0,0,31,6,0,6,0,4256.81,0,0,747.53,0,1251.09,262.85,4139.4,12,0,1,9,6,0,6,0,6,0,65825.77,1278.85,9546,0,0,5,6.6
13876,4,2,"J0",1,2,2,2,1,2,"L0",0,3,0,5,1,1,0,0,0,12,0,1800,40,0,0,31,6,0,6,0,1200,0,0,0,0,24,76.19,1600,7,0,6,0,6,0,6,0,6,0,11900,0,700,0,0,3,9.48
24653,22,3,"G2",3,2,2,1,6,1,"C0",1,3,22,1,1,1,0,0,0,31,0,1770,40,0,0,31,6,0,6,0,2218.75,0,0,1393,0,624.35,237.65,3742.55,12,0,6,0,6,0,6,0,6,0,45554.13,0,3274.98,2980.75,0,4,44.2
9856,8,4,"M0",2,2,2,1,1,1,"C0",0,6,1,2,1,2,0,0,23,0,0,1795,40,0,0,31,6,0,6,0,1767.65,0,0,0,0,120.69,88.71,1386.02,12,0,6,0,6,0,6,0,6,0,21211.8,0,0,0,0,2,15.99
1591,1,6,"C1",1,2,3,2,1,1,"C0",0,6,2,5,2,1,0,0,0,30,0,104,2,0,0,31,6,0,6,0,96.05,0,0,14.53,0,0,7.02,110.58,12,0,6,0,6,0,6,0,6,0,1326.96,0,0,0,0,5,7.63
15559,9,2,"N0",2,2,1,2,6,1,"O0",0,4,1,3,1,2,0,0,0,30,0,1598,35,0,0,31,6,0,6,0,1086.24,0,0,54.2,0,22.81,46.05,1408.28,11,27,6,0,6,0,6,0,6,0,16546.36,0,2115.38,0,0,4,152.18
1368,1,2,"N0",3,2,2,2,6,2,"O0",0,3,2,5,1,1,0,0,0,30,0,1673,40,0,0,31,6,0,6,0,1074.92,0,0,621.78,446.64,0,135.07,2127.05,12,0,6,0,1,191,6,0,6,0,11606.74,0,2509.3,0,0,3,20.32
19177,1,2,"Q0",1,2,1,2,6,1,"H0",0,4,15,10,2,1,0,0,23,0,5,1430,27,30,0,31,6,0,6,0,954.44,0,0,77.99,0,0,75.66,1191.5,12,0,1,8,6,0,6,0,6,0,11453.28,272.59,1904.88,0,0,5,10.29
23604,2,4,"Q0",1,2,1,2,6,1,"B0",1,7,14,0,1,1,0,0,0,30,0,1840,40,0,0,31,6,0,6,0,1500.15,0,0,805.31,0,337.3,146.4,2697.7,12,0,6,0,6,0,6,0,6,0,26568,0,0,0,0,4,69.39
1921,25,7,"K0",3,2,2,3,6,1,"D0",0,7,24,4,1,1,0,0,26,0,0,1665,38,0,0,31,6,0,6,0,3215.28,0,0,2342.86,0,1721.9,262.85,4139.39,12,0,1,10,6,0,6,0,1,3,67104.72,915.75,1975.52,850.12,0,5,33.36
24745,7,5,"M0",1,2,1,1,6,1,"A0",1,6,4,10,1,1,0,0,22,0,0,1800,37,30,0,31,6,0,6,0,1721.8,0,0,1993.64,0,779.5,235.94,3715.44,12,0,6,0,6,0,6,0,6,0,44585.28,0,0,0,0,3,12
17238,16,5,"E0",3,2,1,2,6,1,"C0",1,7,32,8,1,1,0,0,0,31,0,1768,40,0,0,31,6,0,6,0,1816.94,0,0,2635.7,0,1270.6,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,80953.68,0,10123.75,312.12,0,5,31.16
12761,6,4,"G2",2,2,1,1,6,1,"G0",0,3,15,0,2,1,0,0,30,0,0,1150,24,0,0,31,6,0,6,0,701.25,135.54,0,0,0,0,44.56,701.74,12,0,1,130,6,0,6,0,6,0,6362.66,2141.45,135.54,2.89,0,4,78.47
6812,3,3,"C7",1,2,2,2,1,1,"P0",0,3,15,8,1,1,0,0,0,30,0,1764,40,0,0,31,6,0,6,0,1317.58,1934.03,0,615.1,0,456.27,142.78,2248.43,12,0,6,0,1,90,6,0,6,0,20235.9,0,1934.03,0,0,4,62.08
5654,3,2,"K0",1,2,1,1,6,1,"F0",0,4,12,10,2,1,0,0,24,0,0,1188,27,30,0,31,6,0,6,0,883.34,0,0,156.01,0,0,66,1039.35,12,0,6,0,6,0,1,68,6,0,13299.96,0,0,0,0,4,8.87
10817,11,6,"G2",3,2,1,3,6,1,"G0",0,3,5,11,1,1,0,0,0,30,0,1816,40,0,0,31,6,0,6,0,1268.14,0,0,101.98,0,116.46,88.2,1388.92,12,0,1,9,6,0,6,0,6,0,16833.89,272.7,0,0,0,4,21.41
1704,3,6,"C1",3,2,3,2,6,1,"L0",0,3,0,6,1,2,0,0,0,30,3,1794,40,0,0,31,1,7,6,0,1328.03,0,0,0,0,54.4,82.8,1303.89,8,0,1,26,6,0,6,0,6,0,10032.01,593.36,0,0,0,2,11.94
18200,5,5,"C1",1,2,3,2,1,1,"L0",0,3,4,9,1,1,0,0,0,30,0,1780,40,0,0,31,6,0,6,0,1599.61,0,0,514.76,0,260.07,151.2,2380.97,12,0,6,0,6,0,6,0,6,0,27836,0,0,0,0,5,62.04
15143,5,5,"C1",3,2,4,4,6,1,"L0",0,4,13,0,1,1,0,0,30,0,0,1768,40,0,0,31,6,0,6,0,2034,0,0,66,0,384,178,2829,12,0,6,0,6,0,6,0,6,0,32769,0,6102,0,0,3,36.23
15665,24,6,"P0",3,1,1,2,6,1,"D0",0,4,19,6,1,1,0,0,23,0,11,1692,35,0,0,31,6,0,6,0,816.9,0,0,1597.68,0,303.42,133.16,2774.57,12,0,6,0,6,0,6,0,6,0,30749,0,1017.65,0,0,5,37.32
10619,8,5,"I0",3,2,2,2,6,1,"G0",0,2,0,2,1,1,0,0,0,7,0,1840,40,0,0,31,6,0,6,0,1349.08,0,0,0,0,0,92.16,1440,3,0,6,0,6,0,6,0,6,0,4457.61,0,0,121.16,0,2,21.96
22199,22,3,"Q0",3,1,1,5,6,1,"H0",0,4,17,2,1,2,0,0,22,0,7,1642,37,30,0,31,6,0,6,0,669.3,0,0,880.96,45.93,201.53,111.91,1915.58,12,0,6,0,6,0,1,317,6,0,21916.25,0,2682.05,0,0,3,63.6
5544,1,4,"C3",0,2,1,1,1,1,"L0",0,2,37,4,1,1,0,0,0,30,0,1768,40,0,0,31,6,0,6,0,786.38,223.25,0,467.16,0,17.3,93.78,1476.79,12,0,6,0,6,0,6,0,6,0,17721.5,0,2679.02,0,0,5,31
21101,2,2,"M0",1,2,2,1,6,1,"P0",0,3,9,7,2,1,0,0,0,31,0,1780,39,0,0,31,6,0,6,0,1137.5,0,0,0,0,22.75,72.77,1145.89,12,0,6,0,6,0,6,0,6,0,13788.28,0,136.67,0,0,4,3.41
9545,3,2,"K0",1,2,2,1,6,1,"C0",0,7,7,6,1,1,0,0,24,0,0,1700,40,0,0,31,6,0,6,0,1949.68,0,0,323.91,0,454.78,214.8,3382.67,12,0,6,0,6,0,6,0,6,0,36356.3,0,8627.18,231.14,0,3,4
12383,6,4,"O0",3,1,1,5,6,1,"H0",0,3,4,0,1,1,0,0,22,0,1,1716,35,0,0,31,6,0,6,0,669.3,0,0,748.14,312.24,165.13,104.94,1652.63,12,0,6,0,6,0,6,0,6,0,20182.12,0,2843.04,0,0,3,48.21
18094,9,6,"C4",3,2,2,1,1,1,"M0",0,4,3,0,1,1,0,0,22,0,0,1752,40,0,0,31,1,31,6,0,1426.13,0,0,0,0,186.8,89.76,1413.48,12,0,1,3,1,30,6,0,6,0,15577.83,129.18,0,18,0,2,18.34
9200,5,5,"S0",1,2,1,2,1,1,"A0",1,2,1,2,2,1,7,0,0,31,0,1752,40,0,0,31,6,0,6,0,1090.8,0,0,360.9,0,30.8,59.21,1721.94,7,0,6,0,6,0,6,0,6,0,12053.58,0,1273.37,0,0,3,44.8
20407,9,5,"I0",3,2,1,2,6,2,"G0",0,2,16,1,1,1,0,0,0,31,0,1796,40,0,0,31,6,0,6,0,1298.6,0,0,0,0,116.13,111.38,1754.14,12,0,6,0,6,0,6,0,6,0,18829.95,0,0,215.94,0,5,33.28
11747,8,2,"M0",2,2,1,2,1,1,"C0",1,7,21,0,1,1,0,0,22,0,0,1792,40,0,0,31,6,0,6,0,1997.82,0,0,1392.3,0,678.02,159.34,3390.12,12,0,6,0,6,0,6,0,6,0,30721.6,0,0,0,0,6,5
13911,20,3,"N0",3,2,1,2,1,1,"O0",0,2,4,1,1,1,0,0,0,31,0,1739,39,0,0,31,6,0,6,0,1245.2,0,0,124.81,0,168.51,108.06,1693.77,12,0,6,0,6,0,6,0,6,0,20325.24,0,3873.12,0,0,3,27.22
9813,1,2,"B0",1,2,1,3,1,1,"K0",0,5,20,11,1,1,0,0,26,0,0,1690,40,0,0,31,6,0,6,0,2201.49,0,0,1180.17,0,608.7,236.19,3719.47,12,0,1,5,6,0,6,0,6,0,43321.46,471.05,3075.72,874.01,0,5,8.73
15121,15,5,"K0",3,2,2,1,6,1,"C0",0,7,10,8,1,1,0,0,31,0,0,1700,39,0,0,31,6,0,6,0,2307.05,0,0,1058.5,0,779.85,256.13,4033.53,12,0,1,6,6,0,6,0,6,0,46763.12,0,1591.29,18.09,0,5,11.45
8219,1,7,"F0",1,2,1,2,1,1,"D0",1,2,1,10,1,1,0,0,0,30,2,1840,40,40,0,31,6,0,6,0,859.01,0,0,391.86,0,92.44,91.92,1447.55,12,0,6,0,6,0,6,0,6,0,16852.64,0,2539.06,0,0,3,62.5
18378,14,1,"Q0",3,1,1,5,6,1,"B0",1,6,11,5,1,1,0,0,0,30,0,1645,37,50,0,31,6,0,6,0,1086.81,0,0,2358.29,594.47,729.36,178.42,3796.18,12,0,6,0,6,0,6,0,6,0,43637.46,0,3328.65,0,0,5,69.12
19349,3,2,"F0",2,2,1,2,1,1,"L0",1,4,1,7,1,1,0,0,22,0,0,1708,40,0,0,31,6,0,6,0,1061.72,0,0,617.1,161.21,202.4,127.92,2014.56,12,0,1,60,6,0,6,0,6,0,20785.03,2542.62,1708.67,0,0,5,158.62
12176,5,4,"S0",4,2,4,4,6,1,"M0",0,3,30,10,1,1,0,0,0,33,0,1770,35,0,0,31,6,0,6,0,912.08,0,0,82.39,0,0,73.38,1155.62,12,0,1,7,6,0,1,365,6,0,13970.57,163.26,1890.57,0,0,5,10.5
19125,9,5,"O0",3,1,1,3,1,1,"D0",1,7,37,6,1,1,0,0,26,0,3,1642,37,30,0,31,6,0,6,0,1071.06,0,0,2292.25,0,749.35,183.26,3817.83,12,0,1,53,6,0,6,0,6,0,42976.77,4463.85,5494.32,0,0,5,46.36
19733,8,2,"G2",3,2,2,3,6,1,"G0",0,5,5,8,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1421.99,0,0,506.68,0,270.9,102.19,2107.38,12,0,1,191,6,0,6,0,6,0,14507.9,9018.39,3621.92,0,0,4,27.36
12530,18,5,"K0",3,2,2,1,1,1,"A0",1,7,9,8,1,1,0,0,31,0,0,1700,39,0,0,31,6,0,6,0,2307.05,0,0,629.48,0,745.09,252.19,3970.76,12,0,6,0,6,0,6,0,6,0,45746.8,0,5594.36,13.1,0,4,22.88
16129,3,1,"M0",1,2,1,1,6,1,"F0",0,2,32,0,1,1,0,0,0,31,0,1800,37,0,0,31,6,0,6,0,1132.7,0,0,622.01,0,245.31,139.28,2193.39,12,0,6,0,6,0,6,0,6,0,26320.65,0,3,0,0,5,60.37
7266,4,2,"C4",2,2,4,1,6,1,"D0",0,5,2,10,1,1,0,0,30,0,0,1752,40,0,0,31,6,0,6,0,2368.11,0,0,71.39,0,365.93,185.21,2439.5,12,0,6,0,6,0,6,0,6,0,23038.35,0,0,0,0,3,7.2
948,25,2,"K0",3,2,2,1,6,1,"D0",0,7,33,8,1,1,0,0,25,0,2,1644,37,0,7,31,6,0,6,0,2750,0,445.41,1876.46,0,1301.81,283.78,4139.4,12,0,6,0,6,0,6,0,6,0,60594.81,0,5567,400.4,0,5,60.56
18416,8,5,"S0",2,2,1,2,6,1,"M0",0,2,1,0,1,1,0,0,0,30,0,1776,40,0,0,31,6,0,6,0,1205.56,0,0,38.89,0,24.11,76.59,1206.11,12,0,6,0,6,0,6,0,6,0,15121.05,0,0,0,0,3,22.24
18355,1,5,"K0",2,2,2,3,1,1,"D0",0,2,4,1,2,1,0,0,25,0,0,1764,30,0,0,31,6,0,6,0,830.18,0,0,80,0,75.78,67.2,1058.23,12,0,1,15,6,0,6,0,6,0,17395.08,200.08,0,0,0,4,26.77
24709,1,2,"L0",1,2,1,2,6,1,"F0",0,7,24,0,2,1,0,0,0,31,2,1380,30,0,0,31,6,0,6,0,1019.42,0,0,600.58,0,88.88,96.35,1620,12,0,6,0,6,0,1,365,6,0,19440,0,0,0,0,4,4.4
7839,13,6,"H1",2,2,2,1,1,1,"L0",0,4,1,1,1,1,0,0,0,30,0,1840,40,0,0,31,1,31,6,0,2859.14,0,0,0,0,450.73,179.91,2833.2,10,0,1,195,6,0,6,0,6,0,15916.03,12678.55,0,0,0,3,7.19
13425,16,5,"N0",3,2,2,2,6,1,"O0",0,2,18,1,2,1,0,0,0,30,0,1094,24,0,0,31,6,0,6,0,582.76,0,0,188.5,0,0,52.69,951.08,12,0,1,52,6,0,6,0,6,0,8684.91,884.09,1271.85,0,0,6,27.58
1316,8,6,"E0",3,2,1,3,6,1,"A0",1,6,1,0,1,1,0,0,23,0,4,1570,37,0,0,31,6,0,6,0,1358.75,0,0,619.7,0,229.7,140.01,2204.91,12,0,6,0,6,0,6,0,6,0,25459.32,0,2717.7,0,0,3,17.23
17864,3,3,"N0",1,2,2,1,1,1,"O0",0,3,1,4,1,1,0,0,0,30,0,1776,40,0,0,31,1,25,6,0,1137.54,0,0,0,0,39.66,97.11,1529.31,12,0,1,113,6,0,6,0,6,0,11391.75,3686.84,1428.13,0,0,5,20.19
516,9,5,"C8",2,2,2,4,6,1,"L0",0,4,16,5,1,1,0,0,23,0,2,1784,40,0,0,31,6,0,6,0,1863,0,0,79,28,260,103,2190,12,0,1,2,6,0,6,0,6,0,25770,114,3448,24,0,4,43.66
11810,1,2,"C3",1,2,1,1,1,1,"L0",0,5,10,0,1,1,0,0,30,0,0,1768,38,0,0,31,6,0,6,0,1116.15,0,0,453.75,0,201.73,119,1569.9,12,0,6,0,6,0,6,0,6,0,22453.1,0,3614.3,0,0,4,5.38
2378,4,6,"G1",1,2,1,2,1,1,"G0",0,3,2,3,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1133.32,0,0,56.19,0,9.75,75.54,1189.51,12,0,1,5,6,0,6,0,6,0,14124.08,150.04,0,0,0,5,706.52
7737,3,2,"J0",1,2,2,1,6,1,"F0",0,4,0,2,1,1,0,0,0,5,0,1772,40,0,0,31,6,0,6,0,1052.72,263.18,0,142.43,0,0,68.54,1458.33,2,29,6,0,6,0,6,0,6,0,6286.1,0,1140.45,0,0,3,3.42
11512,4,3,"M0",2,2,2,2,1,1,"C0",0,7,0,2,1,1,0,0,0,10,0,1800,37,30,0,31,6,0,6,0,1575,0,0,3770,0,634,262.85,4139.4,3,19,6,0,6,0,6,0,6,0,19413.78,0,0,244.19,0,3,119.21
8782,5,1,"B0",1,2,2,4,1,1,"M0",0,4,5,2,1,1,0,0,0,30,0,1840,40,0,0,31,6,0,6,0,688.51,0,0,2331.15,455.21,334.58,218.8,3445.53,12,0,1,5,1,92,6,0,6,0,29751.42,197.91,3941.33,60.58,0,3,6.16
2944,4,2,"Q0",2,2,1,2,6,1,"H0",1,3,9,10,1,1,0,0,0,31,0,1592,40,0,0,31,6,0,6,0,1595.1,0,0,457.45,0,266.83,147.85,2328.4,12,0,6,0,6,0,6,0,6,0,28209.54,0,0,0,0,5,106.1
3141,17,3,"H1",3,1,1,3,1,1,"E0",1,5,25,9,1,1,0,0,0,30,0,1598,37,0,0,31,6,0,6,0,2015,0,0,1620.45,174.74,806.5,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,49047.08,0,6824.8,461.94,0,5,403.17
15583,23,5,"I0",3,2,2,1,6,1,"O0",0,2,4,11,2,1,0,0,25,0,0,896,20,0,0,31,6,0,6,0,689.78,0,0,17.32,0,0,53.82,847.47,12,0,1,8,6,0,6,0,6,0,8717.62,620.83,1302.17,0,0,4,29.01
1413,10,1,"S0",4,2,2,2,6,2,"D0",0,4,10,2,1,1,0,0,22,0,0,1784,40,0,0,31,6,0,6,0,908.61,0,0,536.02,0,68.62,91.74,1444.63,12,0,6,0,6,0,6,0,6,0,21852.73,0,6432.24,0,0,5,7.4
16369,22,5,"P0",3,2,2,1,1,1,"B0",0,7,20,1,2,1,0,0,0,31,0,1376,27,0,0,31,6,0,6,0,909.49,0,0,249.95,0,120.3,105.32,1352.7,12,0,6,0,6,0,6,0,6,0,20149.48,0,0,0,0,4,40.92
24860,4,5,"C1",1,2,1,2,6,1,"L0",0,2,3,0,2,1,10,7,0,30,3,1826,40,0,0,31,6,0,6,0,963.62,0,0,0,0,19.27,64.28,1012.32,9,7,6,0,6,0,6,0,6,0,10019.03,0,0,0,0,4,36.27
21257,2,5,"F0",1,2,2,3,1,2,"N0",0,2,0,5,1,1,0,0,0,22,0,1736,40,0,0,31,6,0,6,0,2886.84,0,0,1292,423,440.49,182,2886.84,7,0,6,0,6,0,6,0,6,0,35486.35,0,0,0,0,5,49.06
15337,5,2,"S0",1,2,1,2,6,1,"H0",0,4,14,7,1,1,0,0,0,30,14,1733,40,0,0,31,6,0,6,0,1543.82,0,0,58.1,0,131.35,101.72,1601.83,12,0,6,0,6,0,6,0,6,0,18303.72,0,2646.6,0,0,4,12.47
2307,6,5,"H1",3,2,4,3,6,1,"H0",0,3,25,5,1,1,0,0,30,0,4,1712,40,0,0,31,6,0,6,0,657.45,0,0,2015.56,1453.62,429.72,199.9,3132.28,12,0,1,4,1,5,1,365,6,0,31449.31,218.25,3361.74,279.87,0,4,22.96
7209,16,2,"C7",3,2,2,2,1,1,"M0",0,4,27,6,1,1,0,0,0,30,14,1704,40,0,0,31,6,0,6,0,1926.9,0,0,485.49,0,406.75,179.43,2825.76,12,0,6,0,6,0,6,0,6,0,33313.56,0,0,61.84,0,5,26.44
1293,18,6,"G1",3,2,2,2,6,2,"P0",0,6,1,5,1,1,0,0,24,0,0,1805,40,0,8,31,6,0,6,0,640.07,0,142.29,793.45,166.67,189.83,103.57,1488.75,12,0,1,16,6,0,6,0,6,0,22319.86,39.59,0,0,0,2,21.72
22071,9,3,"O0",3,1,2,5,6,1,"C0",0,6,20,4,1,1,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,1071.06,0,0,3596.15,0,927.37,240.4,1930.67,12,0,1,33,6,0,6,0,6,0,39787.91,82.94,0,0,0,6,38.1
19589,5,1,"J0",2,2,2,1,1,1,"D0",0,4,0,10,1,1,0,0,23,0,0,1800,40,0,0,31,6,0,6,0,1072.68,0,0,843.99,0,325.83,121.71,1916.67,12,0,6,0,6,0,6,0,6,0,23000,0,0,0,0,2,35.17
2366,10,2,"I0",2,2,2,2,6,1,"D0",0,3,8,1,2,1,10,0,18,0,0,468,13,0,0,31,6,0,6,0,615.46,0,0,0,0,0,39.1,615.76,10,0,6,0,6,0,6,0,6,0,5838.62,0,0,0,0,5,56.04
7149,19,5,"O0",3,1,1,3,1,1,"J0",1,3,7,9,1,1,0,0,0,30,3,1665,37,30,9,31,6,0,6,0,669.3,0,224.22,1223.06,207.15,198.11,155.21,2220.07,12,0,6,0,6,0,6,0,6,0,26942.32,0,3948.19,0,0,5,54.31
4368,5,6,"N0",3,2,2,2,1,1,"I0",0,4,1,0,1,1,0,0,0,30,0,1782,40,0,20,31,6,0,6,0,992.24,0,160,234.43,215.46,205.65,111.52,1596.21,12,0,6,0,6,0,6,0,6,0,20615.44,0,3040.56,0,0,4,29.87
24369,10,3,"N0",3,2,2,1,6,1,"F0",0,5,10,8,1,1,0,0,22,0,0,1752,40,0,0,31,6,0,6,0,1041.9,0,0,16.82,0,0,96.01,1512.2,12,0,6,0,6,0,1,365,6,0,15890.87,0,6145.35,0,0,4,15.68
22485,11,3,"C8",2,2,2,2,1,1,"K0",0,2,6,0,1,1,0,0,0,30,0,1754,40,0,0,31,6,0,6,0,1359.66,0,0,523.46,0,242.92,134.05,2111.16,12,0,1,3,6,0,6,0,6,0,22167.06,0,2662.71,0,0,5,36.34
21789,6,3,"C8",2,2,3,2,6,1,"D0",0,4,20,6,1,1,0,0,0,30,7,1764,40,0,0,31,6,0,6,0,1431.21,0,0,227.91,0,164.72,125.66,1979,12,0,6,0,6,0,6,0,6,0,23740.25,0,3369.88,0,0,4,11.32
808,23,2,"P0",3,1,1,5,6,1,"B0",0,6,20,0,1,1,0,0,22,0,6,1592,40,0,0,31,6,0,6,0,1071.9,0,0,1906.75,0,526.6,164.18,3420.4,12,0,1,4,6,0,6,0,6,0,40867.9,597.33,5313.9,0,0,5,247.52
53,2,4,"H2",2,1,2,3,6,1,"F0",0,3,33,3,1,1,0,0,0,31,0,1711,37,30,0,31,6,0,6,0,657.83,0,0,1144.94,27.56,250.59,129.87,2045.1,12,0,6,0,6,0,6,0,6,0,25426.24,0,3095.66,0,0,6,15.05
5083,6,3,"I0",3,2,4,2,1,1,"G0",0,4,16,0,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1480.66,0,0,299.56,0,241.93,128.72,2027,12,0,6,0,6,0,6,0,6,0,24141.66,0,2888.92,0,0,3,33.72
1506,15,3,"M0",3,1,2,5,1,1,"C0",0,7,12,5,1,1,0,0,22,0,2,1711,37,30,0,31,6,0,6,0,2099.27,0,0,1616.67,0,911.67,262.85,4139.4,12,0,1,11,6,0,6,0,6,0,51307.47,1034.85,6252.86,300.48,0,5,123.48
15331,5,6,"J0",2,2,2,1,6,1,"E0",0,5,9,6,1,1,0,0,22,0,0,1800,40,0,5,31,6,0,6,0,1058.64,0,58.64,30,0,9.83,79.93,1199.94,12,0,1,5,6,0,6,0,1,1,14599.75,161.25,2071.44,41.01,0,4,9.8
10883,1,5,"C4",1,2,2,1,1,1,"M0",0,3,4,10,1,1,0,0,0,30,0,1752,40,0,0,31,6,0,6,0,1474.13,0,0,5.61,0,147.97,93.97,1479.74,12,0,1,23,6,0,6,0,6,0,16805.29,540.05,0,0,0,3,102.74
14419,11,7,"G1",4,2,1,2,1,1,"P0",0,2,6,10,1,1,0,0,0,30,0,1795,40,0,0,31,1,1,6,0,1248.26,0,0,0,0,60.48,84.68,1333.54,12,0,1,48,6,0,6,0,6,0,13958.38,1020.74,0,6,0,3,14.99
154,16,3,"E0",2,2,1,1,6,1,"E0",0,4,9,0,1,1,0,0,23,0,0,1776,40,0,0,31,1,28,6,0,1566.5,0,0,0,0,236.54,140.05,2205.59,12,0,1,77,6,0,6,0,6,0,21541.9,1638.77,4382.71,67.55,0,4,25.63
8209,3,5,"C1",1,2,3,2,1,1,"H0",0,3,25,8,1,1,0,0,0,31,7,1826,40,0,0,31,6,0,6,0,965.61,0,0,443.91,0,153.53,115.56,1819.84,12,0,6,0,6,0,6,0,6,0,21917.84,0,3651.57,0,0,5,156.88
12182,2,3,"R0",1,2,2,1,6,1,"D0",0,3,0,3,2,1,5,16,30,0,10,660,30,0,0,31,6,0,6,0,1583.33,0,0,0,0,0,100.54,1583.33,5,16,6,0,6,0,6,0,6,0,9500.13,0,0,0,0,2,190.07
