"IDENCCC","ORDENTRA","NUTS1","CNACE","ESTRATO2","CONTROL","MERCADO","REGULACION","SEXO","TIPOPAIS","CNO1","RESPONSA","ESTU","ANOANTI","MESANTI","TIPOJOR","TIPOCON","FIJODISM","FIJODISD","VAL","VAN","PUENTES","JAP","JSP1","JSP2","HEXTRA","DRELABM","SIESPM1","DSIESPM1","SIESPM2","DSIESPM2","SALBASE","EXTRAORM","PHEXTRA","COMSAL","COMSALTT","IRPFMES","COTIZA","BASE","DRELABAM","DRELABAD","SIESPA1","DSIESPA1","SIESPA2","DSIESPA2","SIESPA3","DSIESPA3","SIESPA4","DSIESPA4","RETRINOIN","RETRIIN","GEXTRA","VESPNOIN","VESPIN","ANOS2","FACTOTAL"
23629,1,5,"G2",1,2,1,2,6,1,"G0",0,3,7,4,1,1,0,0,0,31,0,1769,40,0,0,31,6,0,6,0,1295.41,0,0,294.02,0,178.81,116.19,1829.77,12,0,6,0,6,0,6,0,6,0,23023.58,0,3087.58,0,0,5,622.49
7097,1,2,"C4",1,2,4,1,1,1,"D0",0,7,19,8,1,1,0,0,0,30,0,1752,40,0,0,31,6,0,6,0,1126.17,0,0,4601.21,0,1688.08,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,90832.64,0,25821.41,2211.32,0,5,1.5
13579,7,5,"P0",3,2,1,2,6,1,"H0",0,1,13,10,2,1,7,15,30,0,0,1130,25,0,0,31,6,0,6,0,903.8,0,0,0,0,18.08,57.39,903.8,7,15,6,0,6,0,6,0,6,0,6940.82,0,0,0,0,4,53.8
16219,7,7,"Q0",2,2,1,2,6,1,"H0",0,4,2,0,1,1,0,0,0,30,0,1696,40,0,0,31,6,0,6,0,1354.64,0,0,115.68,115.68,20.32,86.02,1354.64,12,0,6,0,6,0,6,0,6,0,16255.68,0,0,0,0,3,56.7
19266,9,3,"P0",2,2,1,2,1,1,"B0",0,7,16,1,2,1,0,0,31,0,0,1180,21,0,0,31,6,0,6,0,1643.26,0,0,633.71,0,414.36,168.76,2657.64,12,0,6,0,1,111,6,0,6,0,26962.75,0,0,0,0,4,477.19
7808,18,1,"C6",3,2,4,3,1,1,"D0",0,4,40,7,1,1,0,0,0,30,8,1724,39,35,0,31,6,0,6,0,1748.04,0,0,423.41,0,356.91,182.69,2877.03,12,0,6,0,6,0,6,0,1,1,33542.42,0,6530.95,152.64,0,5,25.56
10566,2,5,"H1",1,2,3,3,6,1,"H0",0,6,25,10,1,1,0,0,0,30,0,1840,40,0,0,31,6,0,6,0,810.62,0,0,328.54,0,103.18,97.3,1532.37,12,0,6,0,1,25,6,0,6,0,18102.42,0,1647.01,60.36,0,4,9.9
19853,18,2,"G2",3,2,2,3,6,1,"G0",0,3,1,5,1,1,0,0,27,0,0,1780,39,41,0,31,6,0,6,0,1183.49,0,0,95.53,95.53,18.8,60.11,1279.02,12,0,1,3,6,0,6,0,6,0,13774.25,0,0,0,0,3,41.04
664,2,6,"N0",1,2,2,2,6,1,"F0",1,5,5,4,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1519.45,0,0,656.22,0,310.9,138.16,2175.67,12,0,1,17,6,0,6,0,6,0,24795.8,598.24,2394,0,0,4,37.83
5798,6,2,"F0",3,2,4,2,1,1,"L0",0,1,8,0,1,1,0,0,0,30,0,1708,40,0,0,31,6,0,6,0,990.76,0,0,2082.47,0,491.72,205.73,3073.23,12,0,6,0,6,0,6,0,6,0,36878.76,0,1963.2,0,0,3,32.91
9496,7,4,"M0",2,2,2,1,1,1,"D0",1,5,3,10,1,1,0,0,23,0,2,1710,40,0,0,31,6,0,6,0,1171.71,0,0,711.46,0,274.57,139.41,2195.29,12,0,6,0,6,0,6,0,6,0,25820,0,2976,0,0,3,9.88
6281,6,1,"C7",2,2,2,3,6,1,"M0",0,4,4,10,1,1,0,0,23,0,0,1751,38,45,12,31,6,0,6,0,1460.17,0,226.92,21.53,0,205.03,123.96,1725.06,12,0,6,0,6,0,6,0,6,0,20487.03,0,2920.34,0,0,4,9.11
3528,4,5,"Q0",3,1,1,5,6,1,"D0",0,3,8,6,1,2,0,0,28,0,0,1640,37,30,0,31,6,0,6,0,669.3,0,0,1907.04,0,456.79,175.79,1852.21,12,0,6,0,6,0,6,0,6,0,33707.21,0,2299.72,0,0,5,31.08
16767,21,2,"D0",3,2,2,3,1,1,"L0",0,5,22,0,1,1,0,0,25,0,0,1670,38,0,0,31,6,0,6,0,3162.32,0,0,0,0,712.2,262.85,4139.39,12,0,6,0,6,0,6,0,6,0,51860.36,0,7802.4,1117.48,0,4,20.36
3305,16,1,"C4",2,2,4,1,1,1,"M0",0,4,16,4,1,1,0,0,0,30,0,1752,40,0,0,31,6,0,6,0,2112.72,0,0,551.25,530.34,482.98,203.04,3197.38,12,0,1,9,6,0,6,0,6,0,38176.17,617.1,7147.35,0,0,4,11.2
13500,16,3,"J0",3,2,2,1,1,1,"C0",0,7,0,8,1,1,0,0,23,0,0,1765,38,0,0,31,6,0,6,0,1153.58,0,0,987.49,0,364.93,150.71,2335.72,9,24,6,0,6,0,6,0,6,0,25074.77,0,0,26.29,0,2,19.62
10437,4,1,"M0",2,2,1,2,6,1,"B0",0,5,12,1,1,1,0,0,0,30,0,1696,37,30,0,31,6,0,6,0,1736.64,0,0,1020.75,0,486.13,200.25,3153.61,12,0,6,0,6,0,6,0,6,0,38400.07,0,5311.39,0,0,5,10.56
7365,7,1,"J0",1,2,1,3,6,1,"E0",0,4,22,4,1,1,0,0,22,0,2,1800,40,0,0,31,6,0,6,0,1637.2,0,0,0,0,314.7,116.79,1839.19,12,0,6,0,6,0,6,0,6,0,20001.6,0,3026.88,483.68,0,5,11.8
6288,1,3,"Q0",3,2,2,1,6,2,"G0",0,3,14,7,1,1,0,0,0,30,0,1792,40,0,0,31,6,0,6,0,1061.98,0,0,678.14,79.72,265.89,122.78,1933.52,12,0,1,5,6,0,6,0,6,0,16838.91,178.68,2232.52,0,0,5,51.12
23989,1,2,"J0",1,2,4,1,1,1,"D0",0,7,1,3,1,1,0,0,23,0,0,1740,40,0,0,31,6,0,6,0,1289.34,0,0,2460.66,0,675,243.69,3837.56,12,0,6,0,6,0,6,0,6,0,41875,0,0,0,0,4,164.53
8060,16,5,"O0",3,1,1,5,6,1,"C0",0,7,5,8,1,2,0,0,22,0,0,1633,37,30,0,31,6,0,6,0,2389.36,0,0,47.67,0,392.48,175.37,2761.88,12,0,6,0,6,0,6,0,6,0,31357.56,0,4704.3,9,0,4,94.45
24371,6,6,"S0",2,2,1,2,1,1,"D0",1,5,7,0,1,1,0,0,25,0,0,1742,38,30,0,31,6,0,6,0,1615.83,0,0,0,0,153.99,75.94,1615.83,12,0,6,0,6,0,6,0,6,0,19389.84,0,0,0,0,5,70.69
22204,5,5,"N0",1,2,3,2,6,1,"D0",0,6,0,6,1,1,0,0,18,0,0,1792,40,0,0,31,6,0,6,0,1833.33,0,0,414.42,0,296.03,142.73,2247.75,8,25,6,0,6,0,6,0,6,0,17380.37,0,0,0,0,2,116.3
23476,16,2,"N0",2,2,2,1,1,1,"P0",0,3,0,3,1,2,0,0,0,0,0,1733,39,0,0,31,6,0,6,0,1664,0,0,449.16,168.76,44.44,142.2,2221.96,5,0,6,0,6,0,6,0,6,0,11198.61,0,0,0,0,3,17.75
17272,1,1,"B0",4,2,1,2,1,1,"N0",0,2,1,10,1,1,0,0,22,0,0,1840,40,0,8,31,6,0,6,0,1098.64,0,125.28,415.53,0,234.52,122.7,1913.93,12,0,6,0,6,0,6,0,6,0,24566.52,0,3347.5,0,0,3,5.6
24327,23,6,"E0",3,1,1,3,1,1,"O0",0,2,0,2,1,2,0,0,4,0,0,1533,35,0,0,31,6,0,6,0,836.69,621.68,0,1228.66,469.2,62.53,162.6,2540.73,2,0,6,0,6,0,6,0,6,0,4881.98,0,621.68,0,0,5,72.35
22720,20,3,"J0",3,2,2,1,6,1,"C0",1,7,15,0,1,1,0,0,22,0,0,1800,40,0,0,31,6,0,6,0,1788.25,0,0,2340.61,0,1081.96,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,73019.02,0,23472.72,1258.63,0,5,81.93
17638,20,5,"H2",3,2,2,1,1,1,"H0",0,2,1,0,2,2,0,0,0,30,0,1712,37,0,0,31,6,0,6,0,1137.86,0,0,320.43,0,204.16,105.47,1647.93,12,0,6,0,6,0,6,0,6,0,16209.42,0,2395.68,0,0,4,37.7
17643,21,3,"M0",3,2,2,1,1,1,"C0",0,7,36,5,1,1,0,0,26,0,0,1792,40,0,0,31,6,0,6,0,1712.42,0,0,4103.05,0,1754.26,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,83593,0,10587.69,0,0,6,21
18044,1,5,"C2",1,2,1,1,1,1,"N0",0,3,17,2,1,1,0,0,0,30,0,1768,40,0,0,31,6,0,6,0,879.16,0,0,582.83,0,144.44,103.11,1623.83,12,0,6,0,6,0,6,0,6,0,18929.73,0,1701.32,0,0,3,3.2
18153,6,4,"C6",2,2,2,1,1,1,"L0",0,1,12,3,1,1,0,0,24,0,0,1760,40,0,0,31,6,0,6,0,1033.85,0,0,598.71,0,161.04,122.33,1926.48,12,0,6,0,6,0,6,0,6,0,18962.33,0,0,0,0,4,20.19
6516,4,1,"G1",1,2,1,2,1,2,"G0",0,3,3,11,2,1,0,0,0,30,0,760,16,0,0,31,6,0,6,0,466.99,0,0,25,0,0,29.66,466.99,12,0,6,0,6,0,6,0,6,0,4993.03,0,0,0,0,2,447.94
9701,7,2,"N0",1,2,2,1,1,2,"L0",0,3,1,4,1,1,0,0,0,31,0,1840,40,30,0,31,6,0,6,0,1223.06,0,0,456.28,0,213.21,125.42,1975.15,12,0,1,10,6,0,6,0,6,0,21702.5,502.56,0,0,0,3,25.37
15971,16,4,"K0",3,2,1,2,1,1,"K0",0,3,0,10,1,2,0,0,0,30,0,1760,38,0,0,31,6,0,6,0,1259.2,0,0,0,0,25.18,79.26,1259.2,12,0,6,0,6,0,6,0,6,0,14438.83,0,0,0,0,5,10.86
1700,1,4,"C6",2,2,2,2,1,1,"M0",0,5,2,10,1,2,0,0,23,0,0,1744,38,45,0,31,6,0,6,0,1583.14,0,0,217.97,65.1,289.26,115.17,1801.11,12,0,1,8,6,0,6,0,6,0,19169.5,259.49,0,0,1,3,23.89
9247,1,2,"P0",2,1,1,3,6,1,"B0",0,7,22,6,2,2,0,0,22,0,0,312,6,0,0,31,6,0,6,0,228.1,0,0,131.88,0,0,23.04,359.98,12,0,6,0,6,0,6,0,6,0,4319.76,0,196.75,0,0,5,39.35
16565,6,5,"M0",1,2,3,1,6,2,"A0",1,6,1,6,1,1,0,0,22,0,3,1660,37,30,0,31,6,0,6,0,1721.79,0,0,4949.23,0,3449.5,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,83635.86,0,10417,4390.36,0,3,213.66
18502,5,5,"N0",2,1,1,3,6,1,"N0",0,4,28,2,1,1,0,0,0,31,0,1568,35,0,0,31,1,31,6,0,1774.49,0,0,0,0,296.82,156.51,2464.8,12,0,1,365,6,0,6,0,6,0,5504.4,16188.9,399.41,0,0,6,52.57
14735,10,3,"S0",2,2,2,1,6,1,"O0",0,7,0,6,2,2,0,0,0,16,0,1044,20,0,0,31,6,0,6,0,787.31,0,0,95.79,0,17.66,56.52,883.1,8,4,1,4,6,0,6,0,6,0,7521.43,71.52,0,0,0,3,35.82
1397,8,5,"O0",3,1,1,3,6,1,"E0",0,3,18,10,1,1,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,804.19,0,0,1115.31,0,165.13,165.13,2600.38,12,0,6,0,6,0,6,0,6,0,30303.55,0,1809.36,0,0,4,61.52
17548,3,1,"P0",2,2,1,1,6,1,"B0",0,7,5,1,1,2,0,0,30,0,0,1180,25,0,0,31,6,0,6,0,2409.99,0,0,0,0,409.7,178.65,2813.35,12,0,6,0,6,0,6,0,6,0,34097.52,0,4726.54,0,0,4,37.64
12422,5,1,"C6",3,2,3,2,1,1,"L0",0,5,13,2,1,1,0,0,25,0,0,1776,40,0,30,31,6,0,6,0,1818.02,0,721.44,39.9,0,542.25,186.69,2218.58,12,0,1,13,6,0,6,0,6,0,32299.3,1007.28,0,0,0,5,37.38
19100,13,2,"F0",2,2,1,2,1,1,"K0",0,2,1,1,1,1,0,0,0,30,0,1688,40,0,0,31,1,3,6,0,2121.28,0,0,0,0,275.77,183.6,2891.31,10,26,1,65,6,0,6,0,6,0,21706.73,4900.35,3578.7,0,0,5,17.19
25515,17,5,"Q0",3,2,1,2,6,1,"O0",0,2,15,1,1,1,0,0,0,30,0,1784,40,0,0,31,1,31,6,0,1075.7,0,0,0,0,16.25,80.96,1275,12,0,1,308,6,0,6,0,6,0,6576.42,6331.94,0,0,0,6,34.4
1652,9,6,"Q0",3,2,2,1,6,1,"C0",0,6,12,4,1,1,0,0,0,30,0,1792,38,0,0,31,1,14,6,0,1384.45,0,0,0,0,128.03,74.09,1166.7,12,0,1,58,6,0,6,0,6,0,16846.91,2060.15,2293.61,0,0,3,52.6
10608,23,2,"Q0",3,1,1,5,6,1,"C0",0,6,22,7,1,2,0,0,28,0,1,1592,35,30,0,31,1,24,6,0,4489.68,0,0,0,0,949.86,262.85,4139.39,12,0,1,31,6,0,6,0,6,0,51037.27,2838.88,0,0,0,5,21.56
6168,7,2,"N0",1,2,1,2,6,1,"O0",0,3,7,6,2,1,0,0,30,0,0,1526,35,0,23,31,6,0,6,0,1129.9,0,190,387.94,0,221.17,116.08,1802.55,12,0,1,66,6,0,6,0,6,0,17352.41,2623.69,2189.61,16.1,0,5,163.79
2870,20,6,"G2",3,2,2,3,6,1,"G0",0,4,4,0,2,1,0,0,23,0,0,1166,26,0,0,31,6,0,6,0,898.67,0,0,1.63,1.63,0,57.57,906.11,12,0,1,37,6,0,6,0,6,0,10936.97,664.13,0,18.88,0,3,84.01
3676,18,4,"C4",3,2,3,1,1,1,"M0",0,4,16,9,1,1,0,0,22,0,2,1752,40,0,0,31,6,0,6,0,1811.13,0,0,398.42,380.38,405.67,194.14,3057.31,12,0,1,4,6,0,6,0,6,0,33859.26,232.59,2087.4,233.06,0,4,21.36
3766,14,3,"G2",3,2,2,1,1,1,"E0",0,3,5,5,2,1,0,0,0,31,0,708,16,0,0,31,6,0,6,0,768.38,0,0,12.68,0,0,48.42,762.58,12,0,1,34,6,0,6,0,6,0,9414.45,828.1,1021.94,293.98,0,2,30.08
22612,1,4,"J0",1,2,1,3,1,1,"E0",0,4,21,10,1,1,0,0,25,0,0,1600,35,0,0,31,6,0,6,0,1612.08,0,0,0,0,347.5,134.29,2114.9,12,0,6,0,6,0,6,0,6,0,25279.09,0,5934.13,0,0,4,3.57
7224,1,3,"C8",2,2,2,2,6,1,"D0",0,7,3,3,1,1,0,0,23,0,2,1750,40,0,0,31,6,0,6,0,2115.89,0,0,855.54,0,654.9,258.59,4072.46,10,0,6,0,6,0,6,0,6,0,39145.57,0,2103.5,49.34,0,3,34.16
7736,4,6,"E0",3,1,1,3,1,1,"D0",1,4,30,3,1,1,0,0,25,0,4,1547,35,0,0,31,1,31,6,0,3525.53,0,0,0,0,1057.66,250.81,3949.8,12,0,1,101,6,0,6,0,6,0,39069.26,9341.75,6104.63,0,0,6,17.69
9787,22,4,"G2",3,2,2,3,6,1,"G0",1,3,21,7,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,2205.21,0,0,2307.86,0,1104.79,143.91,4139.39,12,0,6,0,6,0,6,0,6,0,54333.95,0,3817.67,0,0,4,61.92
1124,4,2,"K0",1,2,2,2,6,1,"C0",0,7,0,5,1,1,0,0,29,0,0,1707,39,9,0,31,6,0,6,0,4642.86,0,0,0,0,902.13,262.85,4139.4,7,15,1,25,1,30,6,0,6,0,32683.08,2886.38,5081.35,631.2,0,4,26.34
16153,3,3,"F0",3,2,2,2,1,1,"C0",0,7,6,0,1,1,0,0,22,0,0,1736,40,0,0,31,6,0,6,0,1364.1,0,0,2147.18,0,183.99,260.18,4097.25,12,0,6,0,6,0,6,0,6,0,49138,0,7002.56,120.48,0,3,18.18
12708,16,4,"P0",3,1,1,5,6,1,"B0",0,6,20,6,2,1,0,0,0,30,1,960,20,0,0,31,6,0,6,0,856.85,0,0,1337.73,0,362.11,159.33,2509.06,12,0,1,3,6,0,6,0,6,0,30311.85,239.1,0,0,0,5,14.94
18381,4,4,"N0",1,2,1,2,6,1,"O0",0,3,4,2,2,2,0,0,0,30,0,528,11,0,0,31,6,0,6,0,214.02,0,0,86.06,0,6.01,19.8,14.54,12,0,1,27,6,0,6,0,6,0,3370.44,110.48,0,0,0,5,60.86
13230,6,5,"H2",2,2,2,2,6,1,"D0",0,7,12,4,2,1,0,0,23,0,3,1020,22,30,0,31,6,0,6,0,1526.46,0,0,1755.68,0,627.44,207.28,3264.24,12,0,1,7,6,0,1,365,6,0,41320.55,124.64,4500,3613.32,0,4,132.29
17318,3,1,"B0",1,2,2,2,1,1,"P0",0,3,21,3,1,1,0,0,0,30,0,1736,40,0,0,31,6,0,6,0,1073.53,0,0,652.78,0,202.5,125.74,1980.17,12,0,6,0,6,0,6,0,6,0,25346.57,0,3013.54,0,0,5,16.6
13360,11,1,"H2",3,1,2,3,6,1,"E0",0,3,16,9,1,1,0,0,0,30,0,1711,37,30,0,31,6,0,6,0,657.83,0,0,969.35,0,236.51,126.84,1997.51,12,0,1,56,6,0,6,0,1,2,21723.26,2780.46,2753.02,0,0,5,16.05
7170,14,2,"C1",3,2,2,1,6,1,"L0",1,2,3,5,1,1,0,0,26,0,0,1780,40,0,0,31,1,1,6,0,1692.79,0,0,0,0,195.52,100.03,1575.23,12,0,1,84,6,0,6,0,6,0,17414.12,2899.31,0,0,0,4,27.36
23136,20,5,"C1",3,2,3,1,1,1,"C0",0,5,15,0,1,1,0,0,0,30,0,1789,40,0,0,31,6,0,6,0,2161.71,0,0,245.3,0,432.78,177.06,2788.31,12,0,6,0,6,0,6,0,6,0,34640.82,0,6474.29,0,0,5,16.23
10076,4,1,"F0",2,2,1,2,1,1,"K0",0,2,17,0,1,1,0,0,21,0,0,1734,40,0,0,31,1,5,6,0,2347.25,0,0,0,0,393.01,197.55,3111,12,0,1,5,6,0,6,0,6,0,30610,710,3153,0,0,5,10.69
18991,1,5,"C8",1,2,3,3,1,1,"L0",0,4,7,0,1,1,0,0,0,30,0,1840,40,0,0,31,6,0,6,0,2632.34,0,0,0,0,75.19,123.72,2632.34,12,0,6,0,6,0,6,0,6,0,23400,0,0,0,0,3,23.57
12885,2,4,"M0",1,2,2,1,6,1,"D0",0,6,11,10,1,1,0,0,22,0,3,1786,38,0,0,31,6,0,6,0,1550.86,0,0,622.14,0,246.2,137.98,2173,12,0,1,6,6,0,6,0,6,0,26571.06,318,0,0,0,3,7.12
6040,3,6,"N0",1,2,4,1,6,1,"D0",0,4,0,2,2,1,0,0,0,30,0,876,20,0,0,31,6,0,6,0,670.33,0,0,57.85,0,33.52,42.57,31.51,4,0,6,0,6,0,6,0,6,0,2658.96,0,607.36,0,0,3,121.9
11061,5,1,"F0",1,2,1,2,1,1,"D0",0,7,3,1,2,1,0,0,22,0,0,1302,30,0,0,31,6,0,6,0,971.63,0,0,280.55,0,37.69,92.67,1252.18,12,0,6,0,6,0,6,0,6,0,14535.85,0,0,0,0,5,105.51
9510,12,2,"Q0",2,1,2,5,6,1,"B0",0,6,37,4,1,1,0,0,27,0,3,1592,37,30,0,31,6,0,6,0,1696.71,0,0,2154.61,0,804.93,198.69,4139.4,12,0,6,0,6,0,6,0,6,0,54711.58,0,7702.64,0,0,6,14.55
18939,4,1,"I0",3,1,1,2,6,2,"O0",0,3,3,11,2,1,0,0,0,31,0,800,15,57,0,31,6,0,6,0,706,0,0,0,0,0,68.12,1072.73,12,0,6,0,6,0,6,0,6,0,11231.77,0,0,0,0,2,10.86
12278,5,5,"C1",3,2,4,1,6,1,"O0",0,2,9,5,1,1,0,0,0,30,0,1818,40,0,0,31,1,31,6,0,911,0,0,0,0,0.51,77.76,1224.5,12,0,1,333,6,0,6,0,6,0,2169.52,9392.69,630.17,0,0,3,10.86
19723,2,3,"C6",3,2,4,2,1,1,"M0",0,4,3,0,1,1,0,0,21,0,0,1754,40,0,0,31,6,0,6,0,1331.51,0,0,550.37,0,154.73,153.14,2151.61,12,0,6,0,1,60,6,0,6,0,19036.55,0,0,0,0,3,22.6
7080,1,7,"K0",1,2,2,1,1,1,"E0",0,7,9,8,1,1,0,0,26,0,2,1728,39,0,0,31,6,0,6,0,1637,0,0,845.13,0,348.6,168.15,2648.13,12,0,6,0,6,0,6,0,6,0,29536.22,0,4228.28,490.92,0,4,8.13
18157,19,7,"Q0",3,1,1,5,6,1,"H0",0,5,21,6,1,2,0,0,0,30,0,1547,37,30,0,31,6,0,6,0,669.3,0,0,1132.71,0,284,130.15,2049.58,12,0,1,101,6,0,6,0,6,0,22375.33,5418.69,2960.62,0,0,5,164.4
6583,19,3,"N0",3,2,2,2,6,2,"B0",0,3,3,4,1,1,0,0,23,0,0,1764,39,0,0,31,6,0,6,0,1199.15,261.91,0,0,0,193.05,118.79,1870,12,0,6,0,6,0,6,0,6,0,21633,0,3132,0,0,3,39.84
610,1,5,"J0",1,2,1,2,6,1,"O0",0,2,1,5,2,1,0,0,0,30,0,1615,36,0,0,31,6,0,6,0,798.76,693.72,0,156.93,27.69,20.68,77.99,1233.77,12,0,1,15,1,48,6,0,6,0,8920.13,285.67,1976.94,0,0,6,15.9
5305,6,1,"C1",1,2,2,2,6,1,"P0",0,3,3,2,1,1,0,0,0,30,0,1800,40,0,0,31,6,0,6,0,1166,0,0,7.93,0,0,74.59,1174.59,12,0,1,5,6,0,6,0,6,0,14016.55,116.67,1999.92,0,0,4,4.15
19687,3,4,"H1",1,2,1,2,1,1,"N0",0,3,0,5,2,2,0,0,0,19,0,671,15,0,0,31,6,0,6,0,508.27,0,0,68.24,0,12.41,46.33,723.94,7,15,6,0,6,0,6,0,6,0,4451.4,0,541.57,0,0,5,833.5
2361,4,6,"J0",1,2,1,1,1,1,"O0",0,2,0,11,2,1,0,0,0,27,0,1760,26,0,0,31,6,0,6,0,784.33,0,0,156,0,0,59.72,940.33,11,0,6,0,6,0,6,0,6,0,10456.56,0,0,0,0,5,23.84
12026,4,5,"I0",2,2,2,2,6,2,"O0",0,3,0,2,1,2,0,0,0,3,0,1784,40,0,0,31,6,0,6,0,1491.07,0,0,21.38,0,0,96.11,1513.55,4,0,6,0,6,0,6,0,6,0,5257.95,0,0,72.84,0,5,79.83
6912,10,4,"C4",3,2,3,3,1,1,"M0",0,3,37,0,1,1,0,0,0,35,0,1656,40,0,0,31,6,0,6,0,1508.18,2671.4,0,1541.18,788.61,852.96,263.55,4139.4,12,0,6,0,6,0,6,0,6,0,55028.76,0,13523,58.32,0,5,58.56
5732,15,3,"G1",3,2,2,3,6,1,"C0",0,5,18,9,1,1,0,0,22,0,9,1630,37,0,0,31,6,0,6,0,2288.67,0,0,1155.35,0,621.97,261.04,4110.79,12,0,6,0,6,0,6,0,6,0,46359.12,0,10879.05,1482.6,0,4,24.16
23941,4,1,"M0",1,2,1,1,6,1,"F0",0,6,25,8,1,1,0,0,24,0,0,1766,40,0,0,31,1,6,6,0,967.79,0,0,0,0,44.79,81.34,1280.93,12,0,1,6,6,0,6,0,6,0,13920.65,215.4,2522.62,0,0,4,31.02
24905,2,2,"C6",1,2,2,2,1,1,"P0",0,2,10,0,2,2,0,0,26,0,0,563,20,0,0,31,6,0,6,0,630,0,0,150.63,0,40.89,32.45,511.16,12,0,6,0,6,0,6,0,6,0,8246.71,0,891.66,0,0,6,309.78
4673,16,5,"K0",2,2,2,3,6,2,"E0",0,7,7,0,1,1,0,0,25,0,0,1690,36,55,0,31,6,0,6,0,1714.07,0,0,1801.34,0,730.39,223.23,3515.41,12,0,6,0,6,0,6,0,6,0,44113.28,0,4658.45,0,0,3,19.73
431,2,2,"R0",1,1,2,5,1,1,"A0",1,7,22,11,1,1,0,0,22,0,10,1642,37,0,0,31,6,0,6,0,2346.45,0,0,1939.66,0,1096.82,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,64222.48,0,11931.55,0,0,5,6.18
13053,5,6,"G1",1,2,1,2,1,1,"D0",0,5,6,3,1,1,0,0,22,0,0,1758,40,0,0,31,6,0,6,0,2977.43,0,0,51.41,0,573.15,192.99,3039.24,12,0,6,0,6,0,6,0,6,0,33065.1,0,0,5.25,0,3,419.64
22519,3,1,"P0",1,2,1,1,6,1,"F0",0,6,16,2,1,1,0,0,0,30,0,1715,39,0,0,31,1,31,6,0,1194.8,0,0,0,0,145.17,100.26,1578.9,12,0,1,102,6,0,6,0,6,0,12108.33,3773.4,1544.16,0,0,4,45.58
23217,7,2,"C5",2,2,2,3,6,1,"F0",0,6,17,1,1,1,0,0,23,0,0,1747,40,0,0,31,6,0,6,0,1934,0,0,0,0,318.53,106.09,2257.22,12,0,6,0,6,0,6,0,6,0,30073.34,0,6260.16,1.69,0,5,8.25
10325,14,5,"C2",2,2,2,2,6,1,"E0",0,4,5,5,1,1,0,0,0,31,0,1752,40,0,20,31,6,0,6,0,1639.43,0,241.45,0,0,263.51,119.43,1639.43,11,12,1,19,6,0,6,0,6,0,22024.57,538.72,150,0,0,4,8.75
18180,8,5,"Q0",3,1,1,5,6,1,"B0",1,7,20,10,1,1,0,0,22,0,6,1642,37,50,0,31,6,0,6,0,4781.07,0,0,1515.33,0,1375.51,198.69,4139.4,12,0,6,0,6,0,6,0,6,0,76751.43,0,7956.6,0,0,4,88.13
24904,14,3,"N0",3,2,2,1,6,1,"P0",0,2,1,8,2,1,0,0,0,31,0,821,18,0,0,31,6,0,6,0,450,0,0,0,0,0,34.82,548.34,12,0,6,0,6,0,6,0,6,0,6300,0,900,0,0,5,23.3
1657,10,4,"C1",2,2,3,1,1,1,"E0",1,4,39,4,2,2,0,0,24,0,2,1340,10,0,0,31,6,0,6,0,450.79,0,0,324.36,0,123.48,187.05,2945.57,12,0,6,0,6,0,6,0,6,0,26036.06,0,0,0,0,6,23.89
8824,4,2,"I0",1,2,1,1,1,2,"G0",1,2,7,2,1,1,0,0,0,33,0,1724,40,0,0,31,6,0,6,0,1389.22,0,0,534.96,199.72,295.84,139.15,2191.38,12,0,6,0,6,0,6,0,6,0,25476.13,0,3063.44,0,0,2,59.13
13308,2,4,"B0",1,2,1,2,1,1,"N0",0,2,0,9,1,1,0,0,30,0,0,1800,40,0,0,31,6,0,6,0,911.09,0,0,333.88,0,171.97,97.45,1534.68,11,13,6,0,6,0,6,0,6,0,17398.88,0,0,0,0,2,14.67
8824,7,2,"I0",1,2,1,1,1,1,"D0",1,2,16,0,2,1,0,0,0,33,0,900,20,0,0,31,6,0,6,0,339.23,0,0,174.66,69.94,60.5,28.88,454.9,12,0,6,0,6,0,6,0,6,0,8741.79,0,2233.16,0,0,3,59.13
6293,4,2,"N0",1,2,2,2,6,1,"F0",1,6,13,8,2,1,0,0,0,31,0,985,22,50,0,31,6,0,6,0,1125.94,0,0,106.05,0,76.26,102.06,1607.3,12,0,6,0,6,0,1,293,6,0,17126.17,0,3596.99,0,0,4,9.42
6052,9,1,"E0",2,2,1,4,1,1,"D0",0,5,16,9,1,1,0,0,0,30,2,1752,39,0,0,31,6,0,6,0,1815.98,0,0,1160.86,444.23,753.13,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,45754.28,0,6063.03,0,0,4,8.5
13911,15,3,"N0",3,2,1,2,6,1,"O0",0,2,3,0,2,1,0,0,31,0,0,460,10,0,0,31,6,0,6,0,408.19,0,0,0,0,0,25.92,408.19,12,0,6,0,6,0,6,0,6,0,4898.4,0,0,0,0,6,27.22
